price_id,variant_id,condition,price,stock_status,battery_health_percent,exterior_condition,warranty_status
P_NEW_acer_iconia_tab_p11__2025__14299_6_256,acer_iconia_tab_p11__2025__14299_6_256,new,7150000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_p11__2025__14299_6_256,acer_iconia_tab_p11__2025__14299_6_256,used,4700000,in_stock,97,like-new,yes
P_NEW_acer_iconia_tab_p11__2025__14299_8_256,acer_iconia_tab_p11__2025__14299_8_256,new,7550000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_p11__2025__14299_8_256,acer_iconia_tab_p11__2025__14299_8_256,used,4950000,in_stock,98,like-new,yes
P_NEW_acer_iconia_tab_p10__2025__14300_6_128,acer_iconia_tab_p10__2025__14300_6_128,new,6050000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_p10__2025__14300_6_128,acer_iconia_tab_p10__2025__14300_6_128,used,3950000,in_stock,97,like-new,yes
P_NEW_acer_iconia_tab_p10__2025__14300_6_256,acer_iconia_tab_p10__2025__14300_6_256,new,6550000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_p10__2025__14300_6_256,acer_iconia_tab_p10__2025__14300_6_256,used,4300000,in_stock,98,like-new,yes
P_NEW_acer_super_zx_pro_5g_13795_6_128,acer_super_zx_pro_5g_13795_6_128,new,5200000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_pro_5g_13795_6_128,acer_super_zx_pro_5g_13795_6_128,used,3400000,in_stock,97,like-new,yes
P_NEW_acer_super_zx_pro_5g_13795_8_128,acer_super_zx_pro_5g_13795_8_128,new,5600000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_pro_5g_13795_8_128,acer_super_zx_pro_5g_13795_8_128,used,3650000,in_stock,98,like-new,yes
P_NEW_acer_super_zx_pro_5g_13795_8_256,acer_super_zx_pro_5g_13795_8_256,new,6100000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_pro_5g_13795_8_256,acer_super_zx_pro_5g_13795_8_256,used,4000000,in_stock,96,like-new,yes
P_NEW_acer_super_zx_pro_5g_13795_8_512,acer_super_zx_pro_5g_13795_8_512,new,7150000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_pro_5g_13795_8_512,acer_super_zx_pro_5g_13795_8_512,used,4700000,in_stock,97,like-new,yes
P_NEW_acer_super_zx_pro_5g_13795_12_512,acer_super_zx_pro_5g_13795_12_512,new,7950000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_pro_5g_13795_12_512,acer_super_zx_pro_5g_13795_12_512,used,5200000,in_stock,98,like-new,yes
P_NEW_acer_super_zx_5g_13796_4_128,acer_super_zx_5g_13796_4_128,new,2750000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_5g_13796_4_128,acer_super_zx_5g_13796_4_128,used,1800000,in_stock,97,like-new,yes
P_NEW_acer_super_zx_5g_13796_6_128,acer_super_zx_5g_13796_6_128,new,3150000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_5g_13796_6_128,acer_super_zx_5g_13796_6_128,used,2050000,in_stock,98,like-new,yes
P_NEW_acer_super_zx_5g_13796_8_128,acer_super_zx_5g_13796_8_128,new,3550000,in_stock,100,brand-new,yes
P_USED_acer_super_zx_5g_13796_8_128,acer_super_zx_5g_13796_8_128,used,2350000,in_stock,96,like-new,yes
P_NEW_acer_acerone_liquid_s272e4_13757_4_64,acer_acerone_liquid_s272e4_13757_4_64,new,2550000,in_stock,100,brand-new,yes
P_USED_acer_acerone_liquid_s272e4_13757_4_64,acer_acerone_liquid_s272e4_13757_4_64,used,1650000,in_stock,97,like-new,yes
P_NEW_acer_acerone_liquid_s162e4_13756_4_64,acer_acerone_liquid_s162e4_13756_4_64,new,2550000,in_stock,100,brand-new,yes
P_USED_acer_acerone_liquid_s162e4_13756_4_64,acer_acerone_liquid_s162e4_13756_4_64,used,1650000,in_stock,97,like-new,yes
P_NEW_acer_chromebook_tab_10_9139_4_32,acer_chromebook_tab_10_9139_4_32,new,9100000,in_stock,100,brand-new,yes
P_USED_acer_chromebook_tab_10_9139_4_32,acer_chromebook_tab_10_9139_4_32,used,1750000,in_stock,80,fair,no
P_NEW_acer_iconia_talk_s_8306_2_16,acer_iconia_talk_s_8306_2_16,new,4700000,in_stock,100,brand-new,yes
P_USED_acer_iconia_talk_s_8306_2_16,acer_iconia_talk_s_8306_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_talk_s_8306_2_32,acer_iconia_talk_s_8306_2_32,new,4750000,in_stock,100,brand-new,yes
P_USED_acer_iconia_talk_s_8306_2_32,acer_iconia_talk_s_8306_2_32,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z6_plus_8305_3_32,acer_liquid_z6_plus_8305_3_32,new,6900000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z6_plus_8305_3_32,acer_liquid_z6_plus_8305_3_32,used,950000,in_stock,80,fair,no
P_NEW_acer_liquid_z6_8304_1_8,acer_liquid_z6_8304_1_8,new,3300000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z6_8304_1_8,acer_liquid_z6_8304_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_10_a3_a40_8080_2_16,acer_iconia_tab_10_a3_a40_8080_2_16,new,6300000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_10_a3_a40_8080_2_16,acer_iconia_tab_10_a3_a40_8080_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_10_a3_a40_8080_2_32,acer_iconia_tab_10_a3_a40_8080_2_32,new,6350000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_10_a3_a40_8080_2_32,acer_iconia_tab_10_a3_a40_8080_2_32,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_10_a3_a40_8080_2_64,acer_iconia_tab_10_a3_a40_8080_2_64,new,6500000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_10_a3_a40_8080_2_64,acer_iconia_tab_10_a3_a40_8080_2_64,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_x2_8034_3_32,acer_liquid_x2_8034_3_32,new,6300000,in_stock,100,brand-new,yes
P_USED_acer_liquid_x2_8034_3_32,acer_liquid_x2_8034_3_32,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_jade_2_7956_3_32,acer_liquid_jade_2_7956_3_32,new,1500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_jade_2_7956_3_32,acer_liquid_jade_2_7956_3_32,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_zest_plus_8059_2_16,acer_liquid_zest_plus_8059_2_16,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_zest_plus_8059_2_16,acer_liquid_zest_plus_8059_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_zest_7955_1_8,acer_liquid_zest_7955_1_8,new,3000000,in_stock,100,brand-new,yes
P_USED_acer_liquid_zest_7955_1_8,acer_liquid_zest_7955_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_predator_8_7750_2_32,acer_predator_8_7750_2_32,new,9600000,in_stock,100,brand-new,yes
P_USED_acer_predator_8_7750_2_32,acer_predator_8_7750_2_32,used,1100000,in_stock,80,fair,no
P_NEW_acer_predator_8_7750_2_64,acer_predator_8_7750_2_64,new,9750000,in_stock,100,brand-new,yes
P_USED_acer_predator_8_7750_2_64,acer_predator_8_7750_2_64,used,1100000,in_stock,80,fair,no
P_NEW_acer_liquid_jade_primo_7650_3_32,acer_liquid_jade_primo_7650_3_32,new,6050000,in_stock,100,brand-new,yes
P_USED_acer_liquid_jade_primo_7650_3_32,acer_liquid_jade_primo_7650_3_32,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z330_7530_1_8,acer_liquid_z330_7530_1_8,new,3000000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z330_7530_1_8,acer_liquid_z330_7530_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z320_7531_1_8,acer_liquid_z320_7531_1_8,new,2500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z320_7531_1_8,acer_liquid_z320_7531_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z630s_7529_3_32,acer_liquid_z630s_7529_3_32,new,1500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z630s_7529_3_32,acer_liquid_z630s_7529_3_32,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z630_7528_1_8,acer_liquid_z630_7528_1_8,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z630_7528_1_8,acer_liquid_z630_7528_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z630_7528_2_16,acer_liquid_z630_7528_2_16,new,5750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z630_7528_2_16,acer_liquid_z630_7528_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z530s_7527_3_32,acer_liquid_z530s_7527_3_32,new,1500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z530s_7527_3_32,acer_liquid_z530s_7527_3_32,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z530_7526_1_8,acer_liquid_z530_7526_1_8,new,4100000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z530_7526_1_8,acer_liquid_z530_7526_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z530_7526_2_16,acer_liquid_z530_7526_2_16,new,4350000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z530_7526_2_16,acer_liquid_z530_7526_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_m330_7524_1_8,acer_liquid_m330_7524_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_m330_7524_1_8,acer_liquid_m330_7524_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_m320_7525_1_8,acer_liquid_m320_7525_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_m320_7525_1_8,acer_liquid_m320_7525_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_10_a3_a30_7218_2_16,acer_iconia_tab_10_a3_a30_7218_2_16,new,6900000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_10_a3_a30_7218_2_16,acer_iconia_tab_10_a3_a30_7218_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_10_a3_a30_7218_2_32,acer_iconia_tab_10_a3_a30_7218_2_32,new,6950000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_10_a3_a30_7218_2_32,acer_iconia_tab_10_a3_a30_7218_2_32,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_10_a3_a30_7218_2_64,acer_iconia_tab_10_a3_a30_7218_2_64,new,7100000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_10_a3_a30_7218_2_64,acer_iconia_tab_10_a3_a30_7218_2_64,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_one_8_b1_820_7217_1_16,acer_iconia_one_8_b1_820_7217_1_16,new,4950000,in_stock,100,brand-new,yes
P_USED_acer_iconia_one_8_b1_820_7217_1_16,acer_iconia_one_8_b1_820_7217_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_one_8_b1_820_7217_1_32,acer_iconia_one_8_b1_820_7217_1_32,new,5000000,in_stock,100,brand-new,yes
P_USED_acer_iconia_one_8_b1_820_7217_1_32,acer_iconia_one_8_b1_820_7217_1_32,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a3_a20_7136_1_16,acer_iconia_tab_a3_a20_7136_1_16,new,5200000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a3_a20_7136_1_16,acer_iconia_tab_a3_a20_7136_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a3_a20fhd_7135_2_32,acer_iconia_tab_a3_a20fhd_7135_2_32,new,6300000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a3_a20fhd_7135_2_32,acer_iconia_tab_a3_a20fhd_7135_2_32,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_jade_z_7072_1_8,acer_liquid_jade_z_7072_1_8,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_jade_z_7072_1_8,acer_liquid_jade_z_7072_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_jade_z_7072_2_16,acer_liquid_jade_z_7072_2_16,new,5750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_jade_z_7072_2_16,acer_liquid_jade_z_7072_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z520_7073_1_8,acer_liquid_z520_7073_1_8,new,3600000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z520_7073_1_8,acer_liquid_z520_7073_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z520_7073_2_16,acer_liquid_z520_7073_2_16,new,3850000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z520_7073_2_16,acer_liquid_z520_7073_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z220_7074_1_8,acer_liquid_z220_7074_1_8,new,2500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z220_7074_1_8,acer_liquid_z220_7074_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_m220_7071_512_4,acer_liquid_m220_7071_512_4,new,2200000,in_stock,100,brand-new,yes
P_USED_acer_liquid_m220_7071_512_4,acer_liquid_m220_7071_512_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_m220_7071_1_8,acer_liquid_m220_7071_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_m220_7071_1_8,acer_liquid_m220_7071_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z410_6912_1_8,acer_liquid_z410_6912_1_8,new,3600000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z410_6912_1_8,acer_liquid_z410_6912_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z410_6912_2_16,acer_liquid_z410_6912_2_16,new,3850000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z410_6912_2_16,acer_liquid_z410_6912_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_jade_s_6864_2_16,acer_liquid_jade_s_6864_2_16,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_jade_s_6864_2_16,acer_liquid_jade_s_6864_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z500_6635_1_4,acer_liquid_z500_6635_1_4,new,4100000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z500_6635_1_4,acer_liquid_z500_6635_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z500_6635_2_16,acer_liquid_z500_6635_2_16,new,4350000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z500_6635_2_16,acer_liquid_z500_6635_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_x1_6419_2_16,acer_liquid_x1_6419_2_16,new,7150000,in_stock,100,brand-new,yes
P_USED_acer_liquid_x1_6419_2_16,acer_liquid_x1_6419_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_jade_6423_1_8,acer_liquid_jade_6423_1_8,new,4950000,in_stock,100,brand-new,yes
P_USED_acer_liquid_jade_6423_1_8,acer_liquid_jade_6423_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_jade_6423_2_16,acer_liquid_jade_6423_2_16,new,5200000,in_stock,100,brand-new,yes
P_USED_acer_liquid_jade_6423_2_16,acer_liquid_jade_6423_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e700_6420_1_4,acer_liquid_e700_6420_1_4,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e700_6420_1_4,acer_liquid_e700_6420_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e700_6420_2_16,acer_liquid_e700_6420_2_16,new,5750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e700_6420_2_16,acer_liquid_e700_6420_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e600_6421_1_4,acer_liquid_e600_6421_1_4,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e600_6421_1_4,acer_liquid_e600_6421_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e600_6421_2_16,acer_liquid_e600_6421_2_16,new,5750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e600_6421_2_16,acer_liquid_e600_6421_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z200_6422_512_4,acer_liquid_z200_6422_512_4,new,2500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z200_6422_512_4,acer_liquid_z200_6422_512_4,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_8_a1_840fhd_6424_2_16,acer_iconia_tab_8_a1_840fhd_6424_2_16,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_8_a1_840fhd_6424_2_16,acer_iconia_tab_8_a1_840fhd_6424_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_8_a1_840fhd_6424_2_32,acer_iconia_tab_8_a1_840fhd_6424_2_32,new,5550000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_8_a1_840fhd_6424_2_32,acer_iconia_tab_8_a1_840fhd_6424_2_32,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_7_a1_713_6343_1_16,acer_iconia_tab_7_a1_713_6343_1_16,new,3000000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_7_a1_713_6343_1_16,acer_iconia_tab_7_a1_713_6343_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_7_a1_713hd_6342_1_16,acer_iconia_tab_7_a1_713hd_6342_1_16,new,4100000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_7_a1_713hd_6342_1_16,acer_iconia_tab_7_a1_713hd_6342_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_one_7_b1_730_6341_1_8,acer_iconia_one_7_b1_730_6341_1_8,new,2500000,in_stock,100,brand-new,yes
P_USED_acer_iconia_one_7_b1_730_6341_1_8,acer_iconia_one_7_b1_730_6341_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e3_duo_plus_6680_2_16,acer_liquid_e3_duo_plus_6680_2_16,new,6600000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e3_duo_plus_6680_2_16,acer_liquid_e3_duo_plus_6680_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e3_6116_1_4,acer_liquid_e3_6116_1_4,new,5500000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e3_6116_1_4,acer_liquid_e3_6116_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z4_6115_512_4,acer_liquid_z4_6115_512_4,new,2750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z4_6115_512_4,acer_liquid_z4_6115_512_4,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_b1_721_5933_1_16,acer_iconia_b1_721_5933_1_16,new,3600000,in_stock,100,brand-new,yes
P_USED_acer_iconia_b1_721_5933_1_16,acer_iconia_b1_721_5933_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_b1_720_5932_1_8,acer_iconia_b1_720_5932_1_8,new,2750000,in_stock,100,brand-new,yes
P_USED_acer_iconia_b1_720_5932_1_8,acer_iconia_b1_720_5932_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_b1_720_5932_1_16,acer_iconia_b1_720_5932_1_16,new,2800000,in_stock,100,brand-new,yes
P_USED_acer_iconia_b1_720_5932_1_16,acer_iconia_b1_720_5932_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_a1_830_5930_1_16,acer_iconia_a1_830_5930_1_16,new,3600000,in_stock,100,brand-new,yes
P_USED_acer_iconia_a1_830_5930_1_16,acer_iconia_a1_830_5930_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z5_5929_512_4,acer_liquid_z5_5929_512_4,new,4700000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z5_5929_512_4,acer_liquid_z5_5929_512_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_s2_5670_2_16,acer_liquid_s2_5670_2_16,new,9350000,in_stock,100,brand-new,yes
P_USED_acer_liquid_s2_5670_2_16,acer_liquid_s2_5670_2_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z3_5624_512_4,acer_liquid_z3_5624_512_4,new,2750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z3_5624_512_4,acer_liquid_z3_5624_512_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_s1_5496_1_8,acer_liquid_s1_5496_1_8,new,8800000,in_stock,100,brand-new,yes
P_USED_acer_liquid_s1_5496_1_8,acer_liquid_s1_5496_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a3_5700_1_16,acer_iconia_tab_a3_5700_1_16,new,5200000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a3_5700_1_16,acer_iconia_tab_a3_5700_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a3_5700_1_32,acer_iconia_tab_a3_5700_1_32,new,5250000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a3_5700_1_32,acer_iconia_tab_a3_5700_1_32,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a1_811_5892_1_8,acer_iconia_tab_a1_811_5892_1_8,new,4100000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a1_811_5892_1_8,acer_iconia_tab_a1_811_5892_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a1_810_5399_1_8,acer_iconia_tab_a1_810_5399_1_8,new,3300000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a1_810_5399_1_8,acer_iconia_tab_a1_810_5399_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a1_810_5399_1_16,acer_iconia_tab_a1_810_5399_1_16,new,3350000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a1_810_5399_1_16,acer_iconia_tab_a1_810_5399_1_16,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e2_5418_1_4,acer_liquid_e2_5418_1_4,new,4950000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e2_5418_1_4,acer_liquid_e2_5418_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z2_5302_512_4,acer_liquid_z2_5302_512_4,new,2750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z2_5302_512_4,acer_liquid_z2_5302_512_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_c1_5276_1_4,acer_liquid_c1_5276_1_4,new,4950000,in_stock,100,brand-new,yes
P_USED_acer_liquid_c1_5276_1_4,acer_liquid_c1_5276_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_e1_5262_1_4,acer_liquid_e1_5262_1_4,new,4700000,in_stock,100,brand-new,yes
P_USED_acer_liquid_e1_5262_1_4,acer_liquid_e1_5262_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_b1_710_5897_1_8,acer_iconia_tab_b1_710_5897_1_8,new,3000000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_b1_710_5897_1_8,acer_iconia_tab_b1_710_5897_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_b1_a71_5239_512_8,acer_iconia_tab_b1_a71_5239_512_8,new,2750000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_b1_a71_5239_512_8,acer_iconia_tab_b1_a71_5239_512_8,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_b1_a71_5239_512_16,acer_iconia_tab_b1_a71_5239_512_16,new,2800000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_b1_a71_5239_512_16,acer_iconia_tab_b1_a71_5239_512_16,used,900000,in_stock,80,fair,no
P_NEW_acer_iconia_tab_a110_5067_1_8,acer_iconia_tab_a110_5067_1_8,new,4100000,in_stock,100,brand-new,yes
P_USED_acer_iconia_tab_a110_5067_1_8,acer_iconia_tab_a110_5067_1_8,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_z110_5057_512_4,acer_liquid_z110_5057_512_4,new,2750000,in_stock,100,brand-new,yes
P_USED_acer_liquid_z110_5057_512_4,acer_liquid_z110_5057_512_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_gallant_e350_4924_1_4,acer_liquid_gallant_e350_4924_1_4,new,4400000,in_stock,100,brand-new,yes
P_USED_acer_liquid_gallant_e350_4924_1_4,acer_liquid_gallant_e350_4924_1_4,used,900000,in_stock,80,fair,no
P_NEW_acer_liquid_gallant_duo_4871_1_4,acer_liquid_gallant_duo_4871_1_4,new,3850000,in_stock,100,brand-new,yes
